ID,Name,StreetAddress,City,State,ZipCode,HospitalReferralRegion,County,PhoneNumber
420027,"ANMED HEALTH","800 N FANT ST",ANDERSON,SC,29621,"SC - Greenville",ANDERSON,8642611109
420049,"CONWAY MEDICAL CENTER","300 SINGLETON RIDGE ROAD",CONWAY,SC,29526,"SC - Charleston",HORRY,8433478037
420051,"MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","555 E CHEVES ST BOX 8700",FLORENCE,SC,29506,"SC - Florence",FLORENCE,8437772900
420067,"BEAUFORT COUNTY MEMORIAL HOSPITAL","955 RIBAUT RD",BEAUFORT,SC,29902,"GA - Savannah",BEAUFORT,8435225200
420068,"TRMC OF ORANGEBURG & CALHOUN","3000 ST MATTHEWS RD BOX 1806",ORANGEBURG,SC,29115,"SC - Columbia",ORANGEBURG,8035332460
420071,"SELF REGIONAL HEALTHCARE","1325 SPRING STREET",GREENWOOD,SC,29646,"SC - Columbia",GREENWOOD,8642274111
420073,"LEXINGTON MEDICAL CENTER","2720 SUNSET BLVD","WEST COLUMBIA",SC,29169,"SC - Columbia",LEXINGTON,8037912000
420078,"GREENVILLE MEMORIAL MEDICAL CENTER","701 GROVE RD",GREENVILLE,SC,29605,"SC - Greenville",GREENVILLE,8644557000
420079,"TRIDENT MEDICAL CENTER","9330 MEDICAL PLAZA DR",CHARLESTON,SC,29406,"SC - Charleston",CHARLESTON,8437978800
420080,"HILTON HEAD REGIONAL MEDICAL CENTER","25 HOSPITAL CENTER BLVD","HILTON HEAD ISL",SC,29925,"GA - Savannah",BEAUFORT,8436816122
420082,"AIKEN REGIONAL MEDICAL CENTER","302 UNIVERSITY PARKWAY",AIKEN,SC,29801,"GA - Augusta",AIKEN,8036415900
420085,"GRAND STRAND REGIONAL MEDICAL CENTER","809 82ND PARKWAY","MYRTLE BEACH",SC,29572,"SC - Charleston",HORRY,8436921000
420087,"ROPER HOSPITAL","316 CALHOUN ST",CHARLESTON,SC,29401,"SC - Charleston",CHARLESTON,8437242800
420091,"CAROLINAS HOSPITAL SYSTEM","805 PAMPLICO HWY BOX 100550",FLORENCE,SC,29505,"SC - Florence",FLORENCE,8436742500
420098,"WACCAMAW COMMUNITY HOSPITAL","4070 HIGHWAY 17 BYPASS","MURRELLS INLET",SC,29576,"SC - Charleston",GEORGETOWN,8436521000
430012,"AVERA SACRED HEART HOSPITAL","501 SUMMIT",YANKTON,SD,57078,"SD - Sioux Falls",YANKTON,6056688000
430027,"SANFORD USD MEDICAL CENTER","1305 W 18TH ST  PO BOX 5039","SIOUX FALLS",SD,57117,"SD - Sioux Falls",MINNEHAHA,6053331000
430077,"RAPID CITY REGIONAL HOSPITAL","353 FAIRMONT BLVD  PO BOX 6000","RAPID CITY",SD,57701,"SD - Rapid City",PENNINGTON,6057191000
430095,"AVERA HEART HOSPITAL OF SOUTH DAKOTA LLC","4500 W 69TH ST","SIOUX FALLS",SD,57108,"SD - Sioux Falls",MINNEHAHA,6059777000
440002,"JACKSON-MADISON COUNTY GENERAL HOSPITAL","620 SKYLINE DRIVE",JACKSON,TN,38301,"TN - Jackson",MADISON,7315415000
440011,"BLOUNT MEMORIAL HOSPITAL","907 E LAMAR ALEXANDER PARKWAY",MARYVILLE,TN,37804,"TN - Knoxville",BLOUNT,8659837211
440012,"WELLMONT BRISTOL REGIONAL MEDICAL CENTER","ONE MEDICAL PARK BLVD",BRISTOL,TN,37620,"TN - Kingsport",SULLIVAN,4238441121
440015,"UNIVERSITY OF TN MEMORIAL HOSPITAL","1924 ALCOA HIGHWAY",KNOXVILLE,TN,37920,"TN - Knoxville",KNOX,8655449000
440017,"WELLMONT HOLSTON VALLEY MEDICAL CENTER","130 WEST RAVINE ROAD",KINGSPORT,TN,37662,"TN - Kingsport",SULLIVAN,4232244000
440029,"WILLIAMSON MEDICAL CENTER","4321 CAROTHERS PARKWAY",FRANKLIN,TN,37067,"TN - Nashville",WILLIAMSON,6154355000
440034,"METHODIST MEDICAL CENTER OF OAK RIDGE","990 OAK RIDGE TURNPIKE BOX 529","OAK RIDGE",TN,37830,"TN - Knoxville",ANDERSON,8658351000
440035,"GATEWAY MEDICAL CENTER","651 DUNLOP LANE",CLARKSVILLE,TN,37040,"TN - Nashville",MONTGOMERY,9315021000
440039,"VANDERBILT UNIVERSITY HOSPITAL","1161 21ST AVENUE SOUTH",NASHVILLE,TN,37232,"TN - Nashville",DAVIDSON,6153223454
440048,"BAPTIST MEMORIAL HOSPITAL","6019 WALNUT GROVE ROAD",MEMPHIS,TN,38120,"TN - Memphis",SHELBY,9012265000
440049,"METHODIST HEALTHCARE MEMPHIS HOSPITALS","1265 UNION AVE SUITE 700",MEMPHIS,TN,38104,"TN - Memphis",SHELBY,9015168274
440053,"MIDDLE TENNESSEE MEDICAL CENTER INC","1700 MEDICAL CENTER PARKWAY",MURFREESBORO,TN,37129,"TN - Nashville",RUTHERFORD,6153964100
440059,"COOKEVILLE REGIONAL MEDICAL CENTER","1 MEDICAL CENTER BOULEVARD",COOKEVILLE,TN,38501,"TN - Nashville",PUTNAM,9316462000
440063,"JOHNSON CITY MEDICAL CENTER","400 N STATE OF FRANKLIN RD","JOHNSON CITY",TN,37604,"TN - Johnson City",WASHINGTON,4234316111
440073,"MAURY REGIONAL HOSPITAL","1224 TROTWOOD AVE",COLUMBIA,TN,38401,"TN - Nashville",MAURY,9313811111
440082,"ST THOMAS HOSPITAL","4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,"TN - Nashville",DAVIDSON,6152222111
440091,"MEMORIAL HEALTHCARE SYSTEM, INC","2525 DESALES AVE",CHATTANOOGA,TN,37404,"TN - Chattanooga",HAMILTON,4234952525
440104,"ERLANGER MEDICAL CENTER","975 E 3RD ST",CHATTANOOGA,TN,37403,"TN - Chattanooga",HAMILTON,4237787000
440120,"TENNOVA HEALTHCARE","900 EAST OAK HILL AVENUE",KNOXVILLE,TN,37917,"TN - Knoxville",KNOX,8655458000
440125,"FORT SANDERS REGIONAL MEDICAL CENTER","1901 W CLINCH AVE",KNOXVILLE,TN,37916,"TN - Knoxville",KNOX,8655411101
440133,"BAPTIST HOSPITAL","2000 CHURCH ST",NASHVILLE,TN,37236,"TN - Nashville",DAVIDSON,6152845555
440137,"HERITAGE MEDICAL CENTER","2835 HWY 231 N",SHELBYVILLE,TN,37160,"TN - Nashville",BEDFORD,9316855433
440150,"TRISTAR SUMMIT MEDICAL CENTER","5655 FRIST BLVD",HERMITAGE,TN,37076,"TN - Nashville",DAVIDSON,6153163000
440156,"PARKRIDGE MEDICAL CENTER","2333 MCCALLIE AVE",CHATTANOOGA,TN,37404,"TN - Chattanooga",HAMILTON,4238944220
440161,"TRISTAR CENTENNIAL MEDICAL CENTER","2300 PATTERSON STREET",NASHVILLE,TN,37203,"TN - Nashville",DAVIDSON,6153421000
440173,"PARKWEST MEDICAL CENTER","9352 PARK WEST BLVD",KNOXVILLE,TN,37923,"TN - Knoxville",KNOX,8659709800
440183,"ST FRANCIS HOSPITAL","5959 PARK AVE",MEMPHIS,TN,38119,"TN - Memphis",SHELBY,9017651000
440189,"REGIONAL HOSPITAL OF JACKSON","367 HOSPITAL BLVD",JACKSON,TN,38305,"TN - Jackson",MADISON,7316612000
450007,"PETERSON REGIONAL MEDICAL CENTER","551 HILL COUNTRY DRIVE",KERRVILLE,TX,78028,"TX - San Antonio",KERR,8308964200
450010,"UNITED REGIONAL HEALTH CARE SYSTEM","1600 11TH STREET","WICHITA FALLS",TX,76301,"TX - Wichita Falls",WICHITA,9407643055
450011,"ST JOSEPH REGIONAL HEALTH CENTER","2801 FRANCISCAN DR",BRYAN,TX,77802,"TX - Bryan",BRAZOS,9797763912
450023,"CITIZENS MEDICAL CENTER","2701 HOSPITAL DRIVE",VICTORIA,TX,77901,"TX - Victoria",VICTORIA,3615725113
450034,"CHRISTUS HOSPITAL","2830 CALDER AVENUE",BEAUMONT,TX,77702,"TX - Beaumont",JEFFERSON,4098927171
450037,"GOOD SHEPHERD MEDICAL CENTER","700 EAST MARSHALL AVENUE",LONGVIEW,TX,75601,"TX - Longview",GREGG,9033152000
450040,"COVENANT MEDICAL CENTER","3615 19TH STREET",LUBBOCK,TX,79410,"TX - Lubbock",LUBBOCK,8067256000
450042,"PROVIDENCE HEALTH CENTER","6901 MEDICAL PARKWAY",WACO,TX,76712,"TX - Waco",MCLENNAN,2547514000
450046,"CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI","600 ELIZABETH STREET","CORPUS CHRISTI",TX,78404,"TX - Corpus Christi",NUECES,3619024103
450051,"METHODIST DALLAS MEDICAL CENTER","1441 NORTH BECKLEY AVENUE",DALLAS,TX,75203,"TX - Dallas",DALLAS,2149472879
450054,"SCOTT & WHITE MEMORIAL HOSPITAL","2401 31ST ST",TEMPLE,TX,76508,"TX - Temple",BELL,2547242111
450056,"SETON MEDICAL CENTER AUSTIN","1201 W 38TH ST",AUSTIN,TX,78705,"TX - Austin",TRAVIS,5123241000
450058,"BAPTIST MEDICAL CENTER","111 DALLAS STREET","SAN ANTONIO",TX,78205,"TX - San Antonio",BEXAR,2102971020
450064,"TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL","800 W RANDOL MILL RD",ARLINGTON,TX,76012,"TX - Fort Worth",TARRANT,8175486100
450068,"MEMORIAL HERMANN TEXAS MEDICAL CENTER","6411 FANNIN",HOUSTON,TX,77030,"TX - Houston",HARRIS,7137043700
450079,"BAYLOR MEDICAL CENTER AT IRVING","1901 N MACARTHUR BLVD",IRVING,TX,75061,"TX - Dallas",DALLAS,9725798100
450083,"EAST TEXAS MEDICAL CENTER","1000 SOUTH BECKHAM STREET",TYLER,TX,75701,"TX - Tyler",SMITH,9035970351
450087,"NORTH HILLS HOSPITAL","4401 BOOTH CALLOWAY ROAD","NORTH RICHLAND",TX,76180,"TX - Fort Worth",TARRANT,8172551000
450102,"MOTHER FRANCES HOSPITAL","800 EAST DAWSON",TYLER,TX,75701,"TX - Tyler",SMITH,9035938441
450119,"SOUTH TEXAS HEALTH SYSTEM","1102 W TRENTON ROAD",EDINBURG,TX,78539,"TX - McAllen",HIDALGO,9566324000
450132,"MEDICAL CENTER HOSPITAL","500 W 4TH STREET",ODESSA,TX,79761,"TX - Odessa",ECTOR,4326404000
450133,"MIDLAND MEMORIAL HOSPITAL","400 RSALIND REFERN GROVER PARKWAY",MIDLAND,TX,79701,"TX - Odessa",MIDLAND,4326851111
450135,"TEXAS HEALTH HARRIS METHODIST FORT WORTH","1301 PENNSYLVANIA AVENUE","FORT WORTH",TX,76104,"TX - Fort Worth",TARRANT,8172502100
450147,"DETAR HOSPITAL NAVARRO","506 E SAN ANTONIO ST",VICTORIA,TX,77902,"TX - Victoria",VICTORIA,3615757441
450184,"MEMORIAL HERMANN HOSPITAL SYSTEM","1635  NORTH LOOP WEST",HOUSTON,TX,77008,"TX - Houston",HARRIS,7134486796
450193,"ST LUKES EPISCOPAL HOSPITAL","6720 BERTNER",HOUSTON,TX,77030,"TX - Houston",HARRIS,8323551000
450196,"PARIS REGIONAL MEDICAL CENTER","820 CLARKSVILLE ST",PARIS,TX,75460,"TX - Dallas",LAMAR,9037854521
450200,"WADLEY REGIONAL MEDICAL CENTER","1000 PINE STREET",TEXARKANA,TX,75501,"AR - Texarkana",BOWIE,9037988000
450209,"NORTHWEST TEXAS HOSPITAL","1501 COULTER ROAD",AMARILLO,TX,79106,"TX - Amarillo",POTTER,8063541110
450211,"MEMORIAL MEDICAL CENTER OF EAST TEXAS","1201 WEST FRANK STREET",LUFKIN,TX,75901,"TX - Houston",ANGELINA,9366348111
450222,"CONROE REGIONAL MEDICAL CENTER","504 MEDICAL CENTER BLVD",CONROE,TX,77304,"TX - Houston",MONTGOMERY,9365391111
450229,"HENDRICK MEDICAL CENTER","1900 PINE",ABILENE,TX,79601,"TX - Abilene",TAYLOR,3256702000
450231,"BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS","1600 WALLACE BLVD",AMARILLO,TX,79106,"TX - Amarillo",POTTER,8062122000
450236,"HOPKINS COUNTY MEMORIAL HOSPITAL","115 AIRPORT RD","SULPHUR SPRINGS",TX,75482,"TX - Dallas",HOPKINS,9038857671
450237,"CHRISTUS SANTA ROSA HOSPITAL","2827 BABCOCK ROAD","SAN ANTONIO",TX,78229,"TX - San Antonio",BEXAR,2107042011
450271,"WISE REGIONAL HEALTH SYSTEM","609 MEDICAL CENTER DRIVE",DECATUR,TX,76234,"TX - Dallas",WISE,9406275921
450280,"BAYLOR MEDICAL CENTER AT GARLAND","2300 MARIE CURIE DRIVE",GARLAND,TX,75042,"TX - Dallas",DALLAS,9724875000
450324,"TEXOMA MEDICAL CENTER","5016 S US HIGHWAY 75",DENISON,TX,75020,"TX - Dallas",GRAYSON,9034164000
450340,"SAN ANGELO COMMUNITY MEDICAL CENTER","3501 KNICKERBOCKER ROAD","SAN ANGELO",TX,76904,"TX - San Angelo","TOM GREEN",3259499511
450346,"MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL","3080 COLLEGE STREET",BEAUMONT,TX,77701,"TX - Beaumont",JEFFERSON,4092125012
450358,"METHODIST HOSPITAL,THE","6565 FANNIN",HOUSTON,TX,77030,"TX - Houston",HARRIS,7137902221
450388,"METHODIST HOSPITAL","7700 FLOYD CURL DR","SAN ANTONIO",TX,78229,"TX - San Antonio",BEXAR,2105754000
450431,"ST DAVIDS MEDICAL CENTER","919 E 32ND ST",AUSTIN,TX,78705,"TX - Austin",TRAVIS,5124767111
450462,"TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS","8200 WALNUT HILL LANE",DALLAS,TX,75231,"TX - Dallas",DALLAS,2143456789
450484,"WOODLAND HEIGHTS MEDICAL CENTER","505 SOUTH JOHN REDDITT DRIVE",LUFKIN,TX,75904,"TX - Houston",ANGELINA,9366348311
450518,"THE MEDICAL CENTER OF SOUTHEAST TEXAS","2555 JIMMY JOHNSON BLVD","PORT ARTHUR",TX,77640,"TX - Beaumont",JEFFERSON,4098535900
450558,"ABILENE REGIONAL MEDICAL CENTER","6250 HWY 83/84",ABILENE,TX,79606,"TX - Abilene",TAYLOR,3254281000
450563,"BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE","1650 W COLLEGE ST",GRAPEVINE,TX,76051,"TX - Dallas",TARRANT,8174811588
450571,"SHANNON MEDICAL CENTER","120 EAST HARRIS AVENUE","SAN ANGELO",TX,76903,"TX - San Angelo","TOM GREEN",3256536741
450604,"HILL COUNTRY MEMORIAL HOSPITAL INC","1020 SOUTH STATE HIGHWAY 16",FREDERICKSBURG,TX,78624,"TX - San Antonio",GILLESPIE,8309974353
450610,"MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER","921 GESSNER",HOUSTON,TX,77024,"TX - Houston",HARRIS,7132423000
450617,"CLEAR LAKE REGIONAL MEDICAL CENTER","500 MEDICAL CENTER BLVD",WEBSTER,TX,77598,"TX - Houston",HARRIS,2813322511
450634,"DENTON REGIONAL MEDICAL CENTER","3535 SOUTH I35 EAST",DENTON,TX,76210,"TX - Dallas",DENTON,9403843535
450638,"HOUSTON NORTHWEST MEDICAL CENTER","710 FM 1960 WEST",HOUSTON,TX,77090,"TX - Houston",HARRIS,2814401000
450639,"TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD","1600 HOSPITAL PARKWAY",BEDFORD,TX,76022,"TX - Fort Worth",TARRANT,8178484000
450643,"DOCTORS HOSPITAL OF LAREDO","10700 MCPHERSON ROAD",LAREDO,TX,78041,"TX - San Antonio",WEBB,9565232000
450644,"WEST HOUSTON MEDICAL CENTER","12141 RICHMOND AVE",HOUSTON,TX,77082,"TX - Houston",HARRIS,2815888080
450647,"MEDICAL CITY DALLAS HOSPITAL","7777 FOREST LANE",DALLAS,TX,75230,"TX - Dallas",DALLAS,9725666222
450651,"MEDICAL CENTER OF PLANO","3901 W 15TH ST",PLANO,TX,75075,"TX - Dallas",COLLIN,9725966800
450672,"PLAZA MEDICAL CENTER OF FORT WORTH","900 EIGHTH AVENUE","FORT WORTH",TX,76104,"TX - Fort Worth",TARRANT,8173362100
450677,"HUGULEY MEMORIAL MEDICAL CENTER","11801 SOUTH FREEWAY",BURLESON,TX,76028,"TX - Fort Worth",JOHNSON,8175685317
450684,"MEMORIAL HERMANN NORTHEAST","18951 MEMORIAL NORTH",HUMBLE,TX,77338,"TX - Houston",HARRIS,2815407700
450686,"UNIVERSITY MEDICAL CENTER","602 INDIANA AVENUE",LUBBOCK,TX,79415,"TX - Lubbock",LUBBOCK,8067758200
450702,"LONGVIEW REGIONAL MEDICAL CENTER","2901 N FOURTH ST",LONGVIEW,TX,75605,"TX - Longview",GREGG,9037581818
450711,"RIO GRANDE REGIONAL HOSPITAL","101 E RIDGE RD",MCALLEN,TX,78503,"TX - McAllen",HIDALGO,9566326000
450713,"ST DAVID'S SOUTH AUSTIN MEDICAL CENTER","901 WEST BEN WHITE BLVD",AUSTIN,TX,78704,"TX - Austin",TRAVIS,5124487107
450743,"TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","3000 N I-35",DENTON,TX,76201,"TX - Dallas",DENTON,9408987000
450775,"KINGWOOD MEDICAL CENTER","22999 US HWY 59",KINGWOOD,TX,77325,"TX - Houston",HARRIS,2813597500
450788,"CORPUS CHRISTI MEDICAL CENTER,THE","7101 S PADRE ISLAND DR","CORPUS CHRISTI",TX,78412,"TX - Corpus Christi",NUECES,3617611501
450801,"CHRISTUS ST MICHAEL HEALTH SYSTEM","2600 ST MICHAEL DR",TEXARKANA,TX,75504,"AR - Texarkana",BOWIE,9036141000
450820,"METHODIST SUGAR LAND HOSPITAL","16655 SOUTHWEST FREEWAY","SUGAR LAND",TX,77479,"TX - Houston","FORT BEND",2812748000
450851,"BAYLOR HEART AND VASCULAR HOSPITAL","621 NORTH HALL STREET",DALLAS,TX,75226,"TX - Dallas",DALLAS,2148200670
450862,"ST LUKE'S THE WOODLANDS HOSPITAL","17200 ST LUKE'S WAY","THE WOODLANDS",TX,77384,"TX - Houston",MONTGOMERY,9362664050
450869,"DOCTORS HOSPITAL AT RENAISSANCE","5501 SOUTH MCCOLL",EDINBURG,TX,78539,"TX - McAllen",HIDALGO,9563628677
450876,"LUBBOCK HEART HOSPITAL LP","4810 NORTH LOOP 289",LUBBOCK,TX,79416,"TX - Lubbock",LUBBOCK,8066877777
460001,"UTAH VALLEY REGIONAL MEDICAL CENTER","1034 NORTH 500 WEST",PROVO,UT,84604,"UT - Provo",UTAH,8013737850
460005,"OGDEN REGIONAL MEDICAL CENTER","5475 SOUTH 500 EAST",OGDEN,UT,84405,"UT - Ogden",WEBER,8014792111
460010,"INTERMOUNTAIN MEDICAL CENTER","5121 SOUTH COTTONWOOD STREET",MURRAY,UT,84157,"UT - Salt Lake City","SALT LAKE",8015077000
460021,"DIXIE REGIONAL MEDICAL CENTER","1380 EAST MEDICAL CENTER DRIVE","ST GEORGE",UT,84790,"UT - Salt Lake City",WASHINGTON,4352512100
460047,"ST MARKS HOSPITAL","1200 EAST 3900 SOUTH","SALT LAKE CITY",UT,84124,"UT - Salt Lake City","SALT LAKE",8012687700
470003,"FLETCHER ALLEN HOSPITAL OF VERMONT","111 COLCHESTER AVE",BURLINGTON,VT,5401,"VT - Burlington",CHITTENDEN,8028470000
490004,"ROCKINGHAM MEMORIAL HOSPITAL","2010 HEALTH CAMPUS DRIVE",HARRISONBURG,VA,22801,"VA - Charlottesville","HARRISONBURG CITY",5406891000
490005,"WINCHESTER MEDICAL CENTER","220 CAMPUS BLVD SUITE 210",WINCHESTER,VA,22601,"VA - Winchester","WINCHESTER CITY",5405368000
490007,"SENTARA NORFOLK GENERAL HOSPITAL","600 GRESHAM DR",NORFOLK,VA,23507,"VA - Norfolk","NORFOLK CITY",7573883000
490009,"UNIVERSITY OF VIRGINIA MEDICAL CENTER","JEFFERSON PARK AVE",CHARLOTTESVILLE,VA,22908,"VA - Charlottesville","CHARLOTTESVILLE CITY",8002513627
490011,"BON SECOURS DEPAUL MEDICAL CENTER","150 KINGSLEY LANE",NORFOLK,VA,23505,"VA - Norfolk","NORFOLK CITY",7578895000
490018,"AUGUSTA HEALTH","78 MEDICAL CENTER DRIVE",FISHERSVILLE,VA,22939,"VA - Charlottesville",AUGUSTA,5409324000
490021,"CENTRA  HEALTH, INC","1920 ATHERHOLT ROAD",LYNCHBURG,VA,24501,"VA - Lynchburg","LYNCHBURG CITY",4342004789
490022,"MARY WASHINGTON HOSPITAL, INC","1001 SAM PERRY BOULEVARD",FREDERICKSBURG,VA,22401,"VA - Richmond","FREDERICKSBURG CITY",5407411100
490024,"CARILION ROANOKE MEMORIAL CENTER","1906 BELLEVIEW AVENUE, SE",ROANOKE,VA,24014,"VA - Roanoke","ROANOKE CITY",5409817000
490040,"INOVA ALEXANDRIA HOSPITAL","4320 SEMINARY RD",ALEXANDRIA,VA,22304,"VA - Arlington","ALEXANDRIA CITY",7035043167
490042,"CARILION NEW RIVER VALLEY MEDICAL CENTER","2900 LAMB CIRCLE",CHRISTIANSBURG,VA,24073,"VA - Roanoke",MONTGOMERY,5407312000
490044,"SENTARA OBICI HOSPITAL","2800 GODWIN BOULEVARD",SUFFOLK,VA,23439,"VA - Norfolk","SUFFOLK CITY",7579344000
490045,"PRINCE WILLIAM HOSPITAL","8700 SUDLEY RD",MANASSAS,VA,20110,"VA - Arlington","MANASSAS CITY",7033698000
490048,"LEWISGALE MEDICAL CENTER","1900 ELECTRIC ROAD",SALEM,VA,24153,"VA - Roanoke",SALEM,5407764000
490050,"VIRGINIA HOSPITAL CENTER","1701 NORTH GEORGE MASON DRIVE",ARLINGTON,VA,22205,"VA - Arlington",ARLINGTON,7035585000
490052,"RIVERSIDE REGIONAL MEDICAL CENTER","500 J CLYDE MORRIS BLVD","NEWPORT NEWS",VA,23601,"VA - Newport News","NEWPORT NEWS CITY",7575942000
490057,"SENTARA VIRGINIA BEACH GENERAL HOSPITAL","1060 FIRST COLONIAL ROAD","VIRGINIA BEACH",VA,23454,"VA - Norfolk","VIRGINIA BEACH CITY",7573958000
490063,"INOVA FAIRFAX HOSPITAL","3300 GALLOWS RD","FALLS CHURCH",VA,22042,"VA - Arlington",FAIRFAX,7037763332
490066,"SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER","100 SENTARA CIRCLE",WILLIAMSBURG,VA,23188,"VA - Newport News","JAMES CITY",7579846000
490069,"BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER","8260 ATLEE ROAD",MECHANICSVILLE,VA,23116,"VA - Richmond",HANOVER,8047646000
490079,"MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY","320 HOSPITAL DRIVE",MARTINSVILLE,VA,24115,"NC - Durham",HENRY,2766667200
490093,"SENTARA CAREPLEX HOSPITAL","3000 COLISEUM DRIVE",HAMPTON,VA,23666,"VA - Newport News","HAMPTON CITY",7577361000
490101,"INOVA FAIR OAKS HOSPITAL","3600 JOSEPH SIEWICK DRIVE",FAIRFAX,VA,22033,"VA - Arlington",FAIRFAX,7033914170
490107,"RESTON HOSPITAL CENTER","1850 TOWN CENTER PARKWAY",RESTON,VA,20190,"VA - Arlington",FAIRFAX,7036899000
490112,"CJW MEDICAL CENTER ( JOHNSTON-WILLIS CAMPUS)","1401 JOHNSTON WILLIS DRIVE",RICHMOND,VA,23235,"VA - Richmond",CHESTERFIELD,8043302001
490118,"HENRICO DOCTORS' HOSPITAL","1602 SKIPWITH ROAD",RICHMOND,VA,23229,"VA - Richmond",HENRICO,8042894500
500002,"PROVIDENCE ST MARY MEDICAL CENTER","401 W POPLAR ST","WALLA WALLA",WA,99362,"WA - Spokane","WALLA WALLA",5095225900
500005,"VIRGINIA MASON MEDICAL CENTER","1100 NINTH AVENUE (PO BOX 900)",SEATTLE,WA,98111,"WA - Seattle",KING,2062236600
500012,"YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER","110 SOUTH NINTH AVE",YAKIMA,WA,98902,"WA - Yakima",YAKIMA,5095755102
500014,"PROVIDENCE REGIONAL MEDICAL CENTER EVERETT","1321 COLBY AVENUE",EVERETT,WA,98201,"WA - Everett",SNOHOMISH,4252612000
500016,"CENTRAL WASHINGTON HOSPITAL","1201 SOUTH MILLER STREET",WENATCHEE,WA,98807,"WA - Spokane",CHELAN,5096621511
500024,"PROVIDENCE ST PETER HOSPITAL","413 LILLY ROAD NE",OLYMPIA,WA,98506,"WA - Olympia",THURSTON,3604919480
500025,"SWEDISH MEDICAL CENTER/CHERRY HILL","500 17TH AVENUE",SEATTLE,WA,98122,"WA - Seattle",KING,2063202000
500027,"SWEDISH MEDICAL CENTER","747 BROADWAY",SEATTLE,WA,98122,"WA - Seattle",KING,2063866000
500030,"PEACEHEALTH ST JOSEPH MEDICAL CENTER","2901 SQUALICUM PARKWAY",BELLINGHAM,WA,98225,"WA - Seattle",WHATCOM,3607345400
500039,"HARRISON MEDICAL CENTER","2520 CHERRY AVENUE",BREMERTON,WA,98310,"WA - Seattle",KITSAP,3603773911
500041,"PEACHEALTH ST JOHN MEDICAL CENTER","1615 DELAWARE STREET",LONGVIEW,WA,98632,"OR - Portland",COWLITZ,3604142000
500050,"PEACEHEALTH SOUTHWEST MEDICAL CENTER","400 NE MOTHER JOSEPH PLACE",VANCOUVER,WA,98668,"OR - Portland",CLARK,3602562000
500051,"OVERLAKE HOSPITAL MEDICAL CENTER","1035-116TH AVE NE",BELLEVUE,WA,98004,"WA - Seattle",KING,4256885000
500054,"PROVIDENCE SACRED HEART MEDICAL CENTER","101 WEST 8TH AVENUE",SPOKANE,WA,99204,"WA - Spokane",SPOKANE,5094743040
500058,"KADLEC REGIONAL MEDICAL CENTER","888 SWIFT BLVD",RICHLAND,WA,99352,"WA - Spokane",BENTON,5099464611
500088,"VALLEY MEDICAL CENTER","400 S 43RD ST",RENTON,WA,98055,"WA - Seattle",KING,4252283450
500124,"EVERGREEN HOSPITAL MEDICAL CENTER","12040 NE 128TH STREET",KIRKLAND,WA,98034,"WA - Seattle",KING,4258991000
500129,"TACOMA GENERAL ALLENMORE HOSPITAL","315 S MLK JR WAY",TACOMA,WA,98415,"WA - Tacoma",PIERCE,2534031000
500139,"CAPITAL MEDICAL CENTER","3900 CAPITAL MALL DR SW",OLYMPIA,WA,98502,"WA - Olympia",THURSTON,3607545858
500141,"ST FRANCIS COMMUNITY HOSPITAL","34515 9TH AVENUE SOUTH","FEDERAL WAY",WA,98003,"WA - Seattle",KING,2539448100
510001,"WEST VIRGINIA UNIVERSITY HOSPITALS","MEDICAL CENTER DRIVE",MORGANTOWN,WV,26506,"WV - Morgantown",MONONGALIA,3045984000
510006,"UNITED HOSPITAL CENTER","327 MEDICAL PARK DRIVE",BRIDGEPORT,WV,26330,"WV - Morgantown",HARRISON,6813421000
510007,"ST MARY'S MEDICAL CENTER","2900 1ST AVENUE",HUNTINGTON,WV,25701,"WV - Huntington",CABELL,3045261234
510013,"REYNOLDS MEMORIAL HOSPITAL","800 WHEELING AVE","GLEN DALE",WV,26038,"PA - Pittsburgh",MARSHALL,3048433230
510022,"CHARLESTON AREA MEDICAL CENTER","501 MORRIS STREET",CHARLESTON,WV,25301,"WV - Charleston",KANAWHA,3043886203
510024,"MONONGALIA COUNTY GENERAL HOSPITAL","1200 JD ANDERSON DR",MORGANTOWN,WV,26505,"WV - Morgantown",MONONGALIA,3045981200
510029,"THOMAS MEMORIAL HOSPITAL","4605 MACCORKLE AVE SW","SOUTH CHARLESTO",WV,25309,"WV - Charleston",KANAWHA,3047663600
510050,"WHEELING HOSPITAL","1 MEDICAL PARK",WHEELING,WV,26003,"PA - Pittsburgh",OHIO,3042433000
